article_name|machine_question|human_question|is_yes_no_machine_question|type_machine_question|is_yes_no_human_question|type_human_question|match_yes_no_type_question|match_type_question|f1_char_score|jaccard_similarity|jaccard_similarity_bigrams|overlap_coefficient
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Did Alessandro Volta die and retire in the same place?|0|When/Why|1|Yes/No|0|0|0.8421052631578947|0.2857142857142857|0.0|0.5
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Did Alessandro Volta die and retire in the same place?|0|When/Why|1|Yes/No|0|0|0.8421052631578947|0.2857142857142857|0.0|0.5
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|When did Alessandro Volta improve  and popularize the electrophorus?|0|When/Why|0|When/Why|1|1|0.8780487804878049|0.3076923076923077|0.15384615384615385|0.5
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|When did Alessandro Volta improve  and popularize the electrophorus?|0|When/Why|0|When/Why|1|1|0.8780487804878049|0.3076923076923077|0.15384615384615385|0.5
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|How long was Alessandro Volta a professor at the University of Pavia?|0|When/Why|0|How|1|0|0.744186046511628|0.11111111111111116|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|How long was Alessandro Volta a professor at the University of Pavia?|0|When/Why|0|How|1|0|0.744186046511628|0.11111111111111116|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Alessandro Volta an Egyptian?|0|When/Why|1|Yes/No|0|0|0.8421052631578947|0.18181818181818177|0.0|0.4
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Alessandro Volta an Egyptian?|0|When/Why|1|Yes/No|0|0|0.8421052631578947|0.18181818181818177|0.0|0.4
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7777777777777778|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7777777777777778|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta made a count in 1810?|0|When/Why|1|Yes/No|0|0|0.7368421052631579|0.0714285714285714|0.0|0.14285714285714285
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta made a count in 1810?|0|When/Why|1|Yes/No|0|0|0.7368421052631579|0.0714285714285714|0.0|0.14285714285714285
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Who made Volta a count?|0|When/Why|0|What/Where/Who|1|0|0.7647058823529413|0.08333333333333337|0.0|0.2
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Who made Volta a count?|0|When/Why|0|What/Where/Who|1|0|0.7647058823529413|0.08333333333333337|0.0|0.2
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Where was Volta born?|0|When/Why|0|What/Where/Who|1|0|0.7647058823529413|0.09090909090909094|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Where was Volta born?|0|When/Why|0|What/Where/Who|1|0|0.7647058823529413|0.09090909090909094|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|When did Volta retire?|0|When/Why|0|When/Why|1|1|0.8484848484848484|0.33333333333333337|0.11111111111111116|0.75
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|When did Volta retire?|0|When/Why|0|When/Why|1|1|0.8484848484848484|0.33333333333333337|0.11111111111111116|0.75
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|A year before improving and popularizing the electrophorus, what did Volta become?|0|When/Why|0|Open-Ended|1|0|0.7391304347826088|0.11111111111111116|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta buried where he died or was he buried someplace else?|0|When/Why|1|Choice|0|0|0.8205128205128205|0.0625|0.0|0.125
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Was Volta buried where he died or was he buried someplace else?|0|When/Why|1|Choice|0|0|0.8205128205128205|0.0625|0.0|0.125
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Did Volta marry before he became professor of experimental physics at the University of Pavia?|0|When/Why|1|Yes/No|0|0|0.6818181818181819|0.09999999999999998|0.0|0.25
Alessandro_Volta|When did Alessandro Giuseppe Antonio Anastasio Volta die?|Did Volta marry before he became professor of experimental physics at the University of Pavia?|0|When/Why|1|Yes/No|0|0|0.6818181818181819|0.09999999999999998|0.0|0.25
Alessandro_Volta|When was the voltaic pile invented?|Was Volta an Italian physicist?|0|When/Why|1|Yes/No|0|0|0.787878787878788|0.09999999999999998|0.0|0.2
Alessandro_Volta|When was the voltaic pile invented?|Was Volta an Italian physicist?|0|When/Why|1|Yes/No|0|0|0.787878787878788|0.09999999999999998|0.0|0.2
Alessandro_Volta|When was the voltaic pile invented?|Is Volta buried in the city of Pittsburgh?|0|When/Why|1|Yes/No|0|0|0.6666666666666667|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Is Volta buried in the city of Pittsburgh?|0|When/Why|1|Yes/No|0|0|0.6666666666666667|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Volta have a passion for the study of electricity?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Volta have a passion for the study of electricity?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|What is the battery made by Volta credited to be?|0|When/Why|0|What/Where/Who|1|0|0.7428571428571428|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|What is the battery made by Volta credited to be?|0|When/Why|0|What/Where/Who|1|0|0.7428571428571428|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|What important electrical unit was named in honor of Volta?|0|When/Why|0|What/Where/Who|1|0|0.8421052631578947|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|What important electrical unit was named in honor of Volta?|0|When/Why|0|What/Where/Who|1|0|0.8421052631578947|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Where did Volta enter retirement?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Where did Volta enter retirement?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Is it a disadvantage for something to be unsafe to handle?|0|When/Why|1|Yes/No|0|0|0.7027027027027027|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Is it a disadvantage for something to be unsafe to handle?|0|When/Why|1|Yes/No|0|0|0.7027027027027027|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Was Lombardy under Napoleon's rule in 1800?|0|When/Why|1|Yes/No|0|0|0.6|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Lombardy under Napoleon's rule in 1800?|0|When/Why|1|Yes/No|0|0|0.6|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was the Italian 10.000 lira banknote created before the euro?|0|When/Why|1|Yes/No|0|0|0.7|0.15384615384615385|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|Was the Italian 10.000 lira banknote created before the euro?|0|When/Why|1|Yes/No|0|0|0.7|0.15384615384615385|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta a professor of chemistry?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta a professor of chemistry?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Alessandro Volta invent the remotely operated pistol?|0|When/Why|1|Yes/No|0|0|0.7567567567567567|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Alessandro Volta invent the remotely operated pistol?|0|When/Why|1|Yes/No|0|0|0.7567567567567567|0.07692307692307687|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7894736842105262|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Who did Alessandro Volta marry?|0|When/Why|0|What/Where/Who|1|0|0.7428571428571428|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Who did Alessandro Volta marry?|0|When/Why|0|What/Where/Who|1|0|0.7428571428571428|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|What did Alessandro Volta invent in 1800?|0|When/Why|0|What/Where/Who|1|0|0.7567567567567567|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|What did Alessandro Volta invent in 1800?|0|When/Why|0|What/Where/Who|1|0|0.7567567567567567|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|What is the battery made by Alessandro Volta credited as?|0|When/Why|0|What/Where/Who|1|0|0.7567567567567567|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|What is the battery made by Alessandro Volta credited as?|0|When/Why|0|What/Where/Who|1|0|0.7567567567567567|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Alessandro Volta die and retire in the same place?|0|When/Why|1|Yes/No|0|0|0.7777777777777778|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Alessandro Volta die and retire in the same place?|0|When/Why|1|Yes/No|0|0|0.7777777777777778|0.06666666666666665|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|When did Alessandro Volta improve  and popularize the electrophorus?|0|When/Why|0|When/Why|1|1|0.8205128205128205|0.15384615384615385|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|When did Alessandro Volta improve  and popularize the electrophorus?|0|When/Why|0|When/Why|1|1|0.8205128205128205|0.15384615384615385|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|How long was Alessandro Volta a professor at the University of Pavia?|0|When/Why|0|How|1|0|0.7317073170731708|0.125|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|How long was Alessandro Volta a professor at the University of Pavia?|0|When/Why|0|How|1|0|0.7317073170731708|0.125|0.0|0.3333333333333333
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta an Egyptian?|0|When/Why|1|Yes/No|0|0|0.7222222222222222|0.09999999999999998|0.0|0.2
Alessandro_Volta|When was the voltaic pile invented?|Was Alessandro Volta an Egyptian?|0|When/Why|1|Yes/No|0|0|0.7222222222222222|0.09999999999999998|0.0|0.2
Alessandro_Volta|When was the voltaic pile invented?|Was Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7647058823529412|0.09090909090909094|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Volta taught in public schools?|0|When/Why|1|Yes/No|0|0|0.7647058823529412|0.09090909090909094|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Volta made a count in 1810?|0|When/Why|1|Yes/No|0|0|0.7222222222222222|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Volta made a count in 1810?|0|When/Why|1|Yes/No|0|0|0.7222222222222222|0.08333333333333337|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Who made Volta a count?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Who made Volta a count?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.0|0.0|0.0
Alessandro_Volta|When was the voltaic pile invented?|Where was Volta born?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.11111111111111116|0.0|0.25
Alessandro_Volta|When was the voltaic pile invented?|Where was Volta born?|0|When/Why|0|What/Where/Who|1|0|0.7500000000000001|0.11111111111111116|0.0|0.25
Alessandro_Volta|When was the voltaic pile invented?|When did Volta retire?|0|When/Why|0|When/Why|1|1|0.7741935483870968|0.11111111111111116|0.0|0.25
Alessandro_Volta|When was the voltaic pile invented?|When did Volta retire?|0|When/Why|0|When/Why|1|1|0.7741935483870968|0.11111111111111116|0.0|0.25
Alessandro_Volta|When was the voltaic pile invented?|A year before improving and popularizing the electrophorus, what did Volta become?|0|When/Why|0|Open-Ended|1|0|0.7272727272727272|0.05882352941176472|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Volta buried where he died or was he buried someplace else?|0|When/Why|1|Choice|0|0|0.8108108108108107|0.0714285714285714|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Was Volta buried where he died or was he buried someplace else?|0|When/Why|1|Choice|0|0|0.8108108108108107|0.0714285714285714|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Volta marry before he became professor of experimental physics at the University of Pavia?|0|When/Why|1|Yes/No|0|0|0.7142857142857143|0.052631578947368474|0.0|0.16666666666666666
Alessandro_Volta|When was the voltaic pile invented?|Did Volta marry before he became professor of experimental physics at the University of Pavia?|0|When/Why|1|Yes/No|0|0|0.7142857142857143|0.052631578947368474|0.0|0.16666666666666666
Alessandro_Volta|What did Volta's invention prove?|Was Volta an Italian physicist?|0|What/Where/Who|1|Yes/No|0|0|0.7647058823529411|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Volta an Italian physicist?|0|What/Where/Who|1|Yes/No|0|0|0.7647058823529411|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Is Volta buried in the city of Pittsburgh?|0|What/Where/Who|1|Yes/No|0|0|0.7000000000000001|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Is Volta buried in the city of Pittsburgh?|0|What/Where/Who|1|Yes/No|0|0|0.7000000000000001|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Did Volta have a passion for the study of electricity?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Did Volta have a passion for the study of electricity?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What is the battery made by Volta credited to be?|0|What/Where/Who|0|What/Where/Who|1|1|0.7777777777777778|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What is the battery made by Volta credited to be?|0|What/Where/Who|0|What/Where/Who|1|1|0.7777777777777778|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What important electrical unit was named in honor of Volta?|0|What/Where/Who|0|What/Where/Who|1|1|0.8205128205128205|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What important electrical unit was named in honor of Volta?|0|What/Where/Who|0|What/Where/Who|1|1|0.8205128205128205|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Where did Volta enter retirement?|0|What/Where/Who|0|What/Where/Who|1|1|0.8484848484848485|0.11111111111111116|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Where did Volta enter retirement?|0|What/Where/Who|0|What/Where/Who|1|1|0.8484848484848485|0.11111111111111116|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Is it a disadvantage for something to be unsafe to handle?|0|What/Where/Who|1|Yes/No|0|0|0.7368421052631577|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Is it a disadvantage for something to be unsafe to handle?|0|What/Where/Who|1|Yes/No|0|0|0.7368421052631577|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Lombardy under Napoleon's rule in 1800?|0|What/Where/Who|1|Yes/No|0|0|0.6829268292682927|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Lombardy under Napoleon's rule in 1800?|0|What/Where/Who|1|Yes/No|0|0|0.6829268292682927|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was the Italian 10.000 lira banknote created before the euro?|0|What/Where/Who|1|Yes/No|0|0|0.6829268292682927|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was the Italian 10.000 lira banknote created before the euro?|0|What/Where/Who|1|Yes/No|0|0|0.6829268292682927|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta a professor of chemistry?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta a professor of chemistry?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Did Alessandro Volta invent the remotely operated pistol?|0|What/Where/Who|1|Yes/No|0|0|0.8421052631578948|0.08333333333333337|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Did Alessandro Volta invent the remotely operated pistol?|0|What/Where/Who|1|Yes/No|0|0|0.8421052631578948|0.08333333333333337|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta taught in public schools?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta taught in public schools?|0|What/Where/Who|1|Yes/No|0|0|0.8205128205128205|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Who did Alessandro Volta marry?|0|What/Where/Who|0|What/Where/Who|1|1|0.8333333333333334|0.11111111111111116|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Who did Alessandro Volta marry?|0|What/Where/Who|0|What/Where/Who|1|1|0.8333333333333334|0.11111111111111116|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What did Alessandro Volta invent in 1800?|0|What/Where/Who|0|What/Where/Who|1|1|0.8421052631578948|0.19999999999999996|0.11111111111111116|0.4
Alessandro_Volta|What did Volta's invention prove?|What did Alessandro Volta invent in 1800?|0|What/Where/Who|0|What/Where/Who|1|1|0.8421052631578948|0.19999999999999996|0.11111111111111116|0.4
Alessandro_Volta|What did Volta's invention prove?|What is the battery made by Alessandro Volta credited as?|0|What/Where/Who|0|What/Where/Who|1|1|0.7894736842105262|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|What is the battery made by Alessandro Volta credited as?|0|What/Where/Who|0|What/Where/Who|1|1|0.7894736842105262|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Did Alessandro Volta die and retire in the same place?|0|What/Where/Who|1|Yes/No|0|0|0.8108108108108109|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|Did Alessandro Volta die and retire in the same place?|0|What/Where/Who|1|Yes/No|0|0|0.8108108108108109|0.0714285714285714|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|When did Alessandro Volta improve  and popularize the electrophorus?|0|What/Where/Who|0|When/Why|1|0|0.85|0.07692307692307687|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|When did Alessandro Volta improve  and popularize the electrophorus?|0|What/Where/Who|0|When/Why|1|0|0.85|0.07692307692307687|0.0|0.2
Alessandro_Volta|What did Volta's invention prove?|How long was Alessandro Volta a professor at the University of Pavia?|0|What/Where/Who|0|How|1|0|0.761904761904762|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|How long was Alessandro Volta a professor at the University of Pavia?|0|What/Where/Who|0|How|1|0|0.761904761904762|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta an Egyptian?|0|What/Where/Who|1|Yes/No|0|0|0.8108108108108109|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Alessandro Volta an Egyptian?|0|What/Where/Who|1|Yes/No|0|0|0.8108108108108109|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Volta taught in public schools?|0|What/Where/Who|1|Yes/No|0|0|0.7428571428571428|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Volta taught in public schools?|0|What/Where/Who|1|Yes/No|0|0|0.7428571428571428|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Volta made a count in 1810?|0|What/Where/Who|1|Yes/No|0|0|0.7027027027027027|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Was Volta made a count in 1810?|0|What/Where/Who|1|Yes/No|0|0|0.7027027027027027|0.0|0.0|0.0
Alessandro_Volta|What did Volta's invention prove?|Who made Volta a count?|0|What/Where/Who|0|What/Where/Who|1|1|0.7272727272727272|0.0|0.0|0.0
